Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
Belarus,Indonesia,Fertilizers,206894.292,734346.967
Belarus,Indonesia,Metals and minerals,525.161,275.246
Belarus,Iran,Agricultural products,480.5,302.055
Belarus,Iran,Forestry products,3385.7,17763.878
Belarus,Iran,Fossil fuels,8.1,8.668
Belarus,Iran,Metals and minerals,28.4,5.223
Belarus,Iraq,Agricultural products,120.8,101.495
Belarus,Iraq,Fertilizers,709.0,2465.531
Belarus,Iraq,Forestry products,7.5,21.7
Belarus,Iraq,Fossil fuels,770.5,734.803
Belarus,Iraq,Metals and minerals,11344.2,25767.3
Belarus,Ireland,Agricultural products,1026.4514,3642.04722
Belarus,Ireland,Fertilizers,2289.23236,7470.89681
Belarus,Ireland,Forestry products,1.6,12.895
Belarus,Ireland,Fossil fuels,11293.7002,17155.8375
Belarus,Ireland,Metals and minerals,11081.0087,18574.4712
Belarus,Israel,Agricultural products,667.32290763,292.37799379
Belarus,Israel,Forestry products,134.349658,277.715238
Belarus,Israel,Fossil fuels,404.288059,458.784502
Belarus,Israel,Metals and minerals,92369.40828,150439.03526
Belarus,Italy,Agricultural products,4246.8566512,1615.6941294
Belarus,Italy,Fertilizers,23845.4675,78146.1518
Belarus,Italy,Forestry products,9133.34126903,34606.0829331
Belarus,Italy,Fossil fuels,588.465971,6482.01244
Belarus,Italy,Metals and minerals,34142.30041276,38516.60405098
Belarus,Cote d'Ivoire,Agricultural products,768.266,145.879
Belarus,Cote d'Ivoire,Fertilizers,15616.659571,54879.72388
Belarus,Cote d'Ivoire,Metals and minerals,3641.18611,5584.04354
Belarus,Japan,Agricultural products,1102.589895,1204.348405
Belarus,Japan,Fertilizers,11272.8378,38123.4265
Belarus,Japan,Forestry products,642.7527482,1192.8842117
Belarus,Japan,Metals and minerals,999.947249,594.75852
Belarus,Kazakhstan,Agricultural products,185012.40825136,151608.77749248
Belarus,Kazakhstan,Fertilizers,482.72864564,1171.26099296
Belarus,Kazakhstan,Forestry products,11147.36373558,24742.60233493
Belarus,Kazakhstan,Fossil fuels,21891.5348896,37577.088249
Belarus,Kazakhstan,Metals and minerals,6970.83831067,9937.16751497001
Belarus,Jordan,Agricultural products,271.0376597,210.20553499
Belarus,Jordan,Forestry products,396.0433095,671.178559
Belarus,Jordan,Metals and minerals,14377.2,31001.456
Belarus,Kenya,Fertilizers,1409.671442,4713.99762
Belarus,Kenya,Fossil fuels,37.21,40.482
Belarus,Republic of Korea,Agricultural products,77.089,219.284
Belarus,Republic of Korea,Fertilizers,35522.7547,118661.778
Belarus,Republic of Korea,Forestry products,1098.49041,3259.75011
Belarus,Republic of Korea,Fossil fuels,1.102,13.204
Belarus,Republic of Korea,Metals and minerals,533.074461,494.632573
Belarus,Kuwait,Fertilizers,6841.84637,16895.76813
Belarus,Kuwait,Forestry products,93.0097725,22.72566499
Belarus,Kuwait,Metals and minerals,17.57859471,3.52931251
Belarus,Kyrgyzstan,Agricultural products,56348.1453467,27382.334306
Belarus,Kyrgyzstan,Forestry products,4443.412471,18843.26589
Belarus,Kyrgyzstan,Fossil fuels,861.167464,666.521654
Belarus,Kyrgyzstan,Metals and minerals,1114.7266011,4197.3159552
Belarus,Lao PDR,Fertilizers,71.1,247.248
Belarus,Lebanon,Agricultural products,157.289482,54.3712431
Belarus,Lebanon,Fertilizers,14.334,10.794
Belarus,Lebanon,Forestry products,29.2344564,85.2792387
Belarus,Lebanon,Metals and minerals,4848.80352,9053.90471
Belarus,Latvia,Agricultural products,6113.18053181,32982.09090345
Belarus,Latvia,Fertilizers,12231.823182,43811.80307
Belarus,Latvia,Forestry products,145088.83424781,1125877.08139442
Belarus,Latvia,Fossil fuels,64357.1735427,106177.8721556
Belarus,Latvia,Metals and minerals,31712.13397904,154587.33593303
Belarus,Liberia,Agricultural products,210.6,429.0
Belarus,Libya,Agricultural products,4662.8,3569.06
Belarus,Libya,Forestry products,4.5,0.76
Belarus,Libya,Fossil fuels,29.8,23.654
Belarus,Lithuania,Agricultural products,71700.83556562,126277.99978274
Belarus,Lithuania,Fertilizers,94135.1851145,358851.1264945
Belarus,Lithuania,Forestry products,179011.73437517,1382515.539951
Belarus,Lithuania,Fossil fuels,109209.30869891,247435.527469
Belarus,Lithuania,Metals and minerals,136970.78712549,1335019.54560176
Belarus,Luxembourg,Agricultural products,66.986,7.662
Belarus,Luxembourg,Forestry products,215.276,482.527
Belarus,Luxembourg,Metals and minerals,48.113,49.687
Belarus,Madagascar,Agricultural products,8.15,23.005
Belarus,Madagascar,Fertilizers,314.781318,766.090665
Belarus,Madagascar,Fossil fuels,184.438655,210.472655
Belarus,Malawi,Agricultural products,24.8,16.0
Belarus,Malaysia,Agricultural products,3475.3027037,7670.28
Belarus,Malaysia,Fertilizers,123769.559901,433768.46301
Belarus,Malaysia,Forestry products,378.827,286.713
Belarus,Malaysia,Fossil fuels,94.9461692,122.01382
Belarus,Malaysia,Metals and minerals,151.6,287.701
Belarus,Mali,Fertilizers,22167.0,77085.251
Belarus,Mali,Metals and minerals,1109.5,2125.929
Belarus,Malta,Fossil fuels,24891.9,55562.1
Belarus,Mauritania,Metals and minerals,3952.9,7705.78
Belarus,Mauritius,Agricultural products,0.357,0.033
Belarus,Mauritius,Fertilizers,394.382473,1246.89852
Belarus,Mexico,Agricultural products,85.37162754,110.48
Belarus,Mexico,Fertilizers,15791.23135,58933.51001
Belarus,Mexico,Forestry products,4.243,8.016
Belarus,Mexico,Metals and minerals,11.66183433,3.93992491
Belarus,Mongolia,Agricultural products,6937.48225274,2998.30695514
Belarus,Mongolia,Forestry products,96.04642745,16.08165436
Belarus,Mongolia,Fossil fuels,29.30702,128.705
Belarus,Mongolia,Metals and minerals,14.446,37.369
Belarus,Republic of Moldova,Agricultural products,10796.76584373,29810.1264297
Belarus,Republic of Moldova,Fertilizers,374.44597553,1459.076216
Belarus,Republic of Moldova,Forestry products,16835.92151347,76901.05293964
Belarus,Republic of Moldova,Fossil fuels,30022.68082651,59821.575093
Belarus,Republic of Moldova,Metals and minerals,4293.76773214,26484.2528665
Belarus,Montenegro,Agricultural products,49.32127085,67.3134211
Belarus,Montenegro,Forestry products,455.711,824.89
Belarus,Montenegro,Metals and minerals,10.76468386,6.60736334
Belarus,Morocco,Agricultural products,1533.40776,5751.640486
Belarus,Morocco,Fertilizers,53401.60732,182155.96634
Belarus,Morocco,Fossil fuels,22.685,16.011
Belarus,Morocco,Metals and minerals,20.214,5.713
Belarus,Mozambique,Fertilizers,1689.185,5314.166
Belarus,Oman,Agricultural products,1021.0,400.0
Belarus,Oman,Fertilizers,783.7,2725.299
Belarus,Nepal,Agricultural products,510.0,200.0
Belarus,Netherlands,Agricultural products,20753.91504147,25191.0405612
Belarus,Netherlands,Fertilizers,3088.9,14489.48
Belarus,Netherlands,Forestry products,33749.5774406,138447.2778201
Belarus,Netherlands,Fossil fuels,599211.742,1395983.191
Belarus,Netherlands,Metals and minerals,87230.0998584,149327.8854721
Belarus,New Zealand,Fertilizers,19159.7127,60694.3743
Belarus,New Zealand,Metals and minerals,0.4,0.001
Belarus,Nicaragua,Agricultural products,0.133,0.022
Belarus,Nicaragua,Fertilizers,3086.58916,10335.31478
Belarus,Nicaragua,Forestry products,2.603,1.838
Belarus,Niger,Fertilizers,178.7,621.425
Belarus,Nigeria,Agricultural products,253.989,399.05
Belarus,Nigeria,Fertilizers,20102.8701,56861.9626
Belarus,Nigeria,Fossil fuels,90.3,123.949
Belarus,Norway,Agricultural products,52685.824153,98888.944154
Belarus,Norway,Fertilizers,77904.4,270910.825
Belarus,Norway,Forestry products,43.83104802,16.21004116
Belarus,Norway,Fossil fuels,219.6,551.1
Belarus,Norway,Metals and minerals,8095.67873469,13366.64062834
Belarus,Pakistan,Agricultural products,300.4517467,390.0553264
Belarus,Pakistan,Fertilizers,8941.95471,30577.8662
Belarus,Pakistan,Forestry products,509.48,1257.818
Belarus,Pakistan,Metals and minerals,9.227,16.0
Belarus,Panama,Fertilizers,254.4,884.67
Belarus,Panama,Fossil fuels,80.3,115.618
Belarus,Panama,Metals and minerals,6516.3,13366.1
Belarus,Paraguay,Fertilizers,16015.1747,48652.6474
Belarus,Peru,Agricultural products,0.162,0.012
Belarus,Peru,Fertilizers,7635.07563,24262.9336
Belarus,Peru,Metals and minerals,1.817,0.282
Belarus,Philippines,Agricultural products,488.007345,724.562471
Belarus,Philippines,Fertilizers,3411.07954,11711.9946
Belarus,Philippines,Fossil fuels,279.1,408.985
Belarus,Poland,Agricultural products,34755.96036708,44315.12008839
Belarus,Poland,Fertilizers,192451.259202,671464.7616
Belarus,Poland,Forestry products,272631.7869102,2085362.67989131
Belarus,Poland,Fossil fuels,467518.8895391,994018.597288
Belarus,Poland,Metals and minerals,125381.99713177,1544234.36100224
Belarus,Portugal,Agricultural products,1827.8883104,7368.56594
Belarus,Portugal,Forestry products,181.824814,302.529715
Belarus,Portugal,Metals and minerals,1075.33225,915.544408
Belarus,Qatar,Agricultural products,512.798,232.786
Belarus,Qatar,Fertilizers,233.495089,627.618167
Belarus,Qatar,Forestry products,125.057,130.67
Belarus,Qatar,Metals and minerals,6548.77,1471.1
Belarus,Romania,Agricultural products,1370.94986464,2584.26851893
Belarus,Romania,Fertilizers,4989.550639,16239.57519
Belarus,Romania,Forestry products,23868.82810146,120402.91839141
Belarus,Romania,Fossil fuels,657.70066,2143.587363
Belarus,Romania,Metals and minerals,10951.19135918,15077.18946781
Belarus,Russian Federation,Agricultural products,3349074.3664781,2770519.07447811
Belarus,Russian Federation,Fertilizers,42910.36433094,156336.26384546
Belarus,Russian Federation,Forestry products,216082.34522934,597271.64420472
Belarus,Russian Federation,Fossil fuels,68699.3913973,116435.57474556
Belarus,Russian Federation,Metals and minerals,495045.10526611,11004886.0669646
Belarus,Russian Federation,Pearls and gemstones,2639.462,0.407
Belarus,San Marino,Fossil fuels,1.9,2.51
Belarus,Saudi Arabia,Agricultural products,3297.733054,1198.923027
Belarus,Saudi Arabia,Fertilizers,101.021393,320.801678
Belarus,Saudi Arabia,Forestry products,413.594618,816.7211866
Belarus,Saudi Arabia,Metals and minerals,10.557,13.548
Belarus,Senegal,Agricultural products,104.506,472.77
Belarus,Senegal,Fertilizers,1547.29415,4917.26748
Belarus,Senegal,Metals and minerals,18924.809,35571.63
Belarus,Serbia,Agricultural products,2255.39506268,4786.67403777
Belarus,Serbia,Fertilizers,1284.64581,4086.63596
Belarus,Serbia,Forestry products,4005.52039046,11430.66333939
Belarus,Serbia,Fossil fuels,3804.9378434,6804.33688
Belarus,Serbia,Metals and minerals,12461.94670678,20879.1056524
Belarus,Sierra Leone,Fertilizers,793.6,3190.453
Belarus,India,Agricultural products,3884.77828,282.15116
Belarus,India,Fertilizers,223922.122,827556.831
Belarus,India,Forestry products,445.8607273,515.864813
Belarus,India,Fossil fuels,174.326908,235.519827
Belarus,India,Metals and minerals,1036.054485,799.318357
Belarus,Singapore,Agricultural products,23.48722432,26.844186
Belarus,Singapore,Fossil fuels,11.8,15.365
Belarus,Singapore,Metals and minerals,4206.87,2884.736
Belarus,Slovakia,Agricultural products,21.1483262,4.36643002
Belarus,Slovakia,Fertilizers,999.04,3117.852
Belarus,Slovakia,Forestry products,3694.67972173,11269.26868967
Belarus,Slovakia,Fossil fuels,43589.39449668,70833.741269
Belarus,Slovakia,Metals and minerals,2431.26158662,35728.0750842
Belarus,Vietnam,Agricultural products,9025.4,6751.381
Belarus,Vietnam,Fertilizers,34167.4,118816.376
Belarus,Vietnam,Forestry products,17.4,17.563
Belarus,Slovenia,Agricultural products,397.40440762,127.3600442
Belarus,Slovenia,Fertilizers,20.05,48.0
Belarus,Slovenia,Forestry products,3073.88593932,11987.889858
Belarus,Slovenia,Fossil fuels,616.008,607.196
Belarus,Slovenia,Metals and minerals,144.61344789,129.469
Belarus,South Africa,Agricultural products,84.96320868,72.92979351
Belarus,South Africa,Fertilizers,9234.24238,33223.7023
Belarus,South Africa,Fossil fuels,769.496758,973.018388
Belarus,South Africa,Metals and minerals,0.285,0.006
Belarus,Zimbabwe,Agricultural products,0.3,0.025
Belarus,Zimbabwe,Fertilizers,2121.475,6802.632
Belarus,Spain,Agricultural products,3168.636934,6862.2905126
Belarus,Spain,Fertilizers,5076.26905,16669.56293
Belarus,Spain,Forestry products,402.69072842,772.6512876
Belarus,Spain,Fossil fuels,26.3785231,287.384004
Belarus,Spain,Metals and minerals,110.57841919,155.56948838
Belarus,Sudan,Agricultural products,3.6,0.055
Belarus,Sudan,Forestry products,0.4,0.07
Belarus,Sudan,Metals and minerals,4466.5,10040.452
Belarus,Sweden,Agricultural products,1665.39672095,7222.28596235
Belarus,Sweden,Fertilizers,21013.3006,76043.9758
Belarus,Sweden,Forestry products,12799.95742926,288980.96590202
Belarus,Sweden,Fossil fuels,3892.95257,57878.1787
Belarus,Sweden,Metals and minerals,4376.7411762,34367.29139
Belarus,Switzerland,Agricultural products,3083.61477632,568.69972599
Belarus,Switzerland,Forestry products,348.86620617,1094.1596722
Belarus,Switzerland,Fossil fuels,47.9175925,230.098547
Belarus,Switzerland,Metals and minerals,4046.5375616,2584.4575245
Belarus,Syria,Agricultural products,853.8,352.0
Belarus,Syria,Fossil fuels,14.8,15.5
Belarus,Tajikistan,Agricultural products,5749.7,12680.722
Belarus,Tajikistan,Forestry products,1645.9,5333.329
Belarus,Tajikistan,Fossil fuels,862.7,829.004
Belarus,Tajikistan,Metals and minerals,20.0,3.777
Belarus,Thailand,Agricultural products,1.411,9.758
Belarus,Thailand,Fertilizers,84837.818326,285013.55787
Belarus,Thailand,Forestry products,95.748,116.753
Belarus,Thailand,Metals and minerals,392.56,215.39
Belarus,Thailand,Pearls and gemstones,41.702,0.01
Belarus,Togo,Metals and minerals,186.8,408.205
Belarus,Trinidad and Tobago,Fertilizers,72.4,251.769
Belarus,United Arab Emirates,Agricultural products,863.76361176,345.08115089
Belarus,United Arab Emirates,Fertilizers,1852.51575,6289.80938
Belarus,United Arab Emirates,Forestry products,102.94860262,53.44363621
Belarus,United Arab Emirates,Fossil fuels,3931.9651069,5109.22129
Belarus,United Arab Emirates,Metals and minerals,28.924816,0.83451367
Belarus,Tunisia,Fertilizers,658.2,2288.875
Belarus,Tunisia,Metals and minerals,88.0,145.118
Belarus,Turkey,Agricultural products,15898.978319,5356.901756
Belarus,Turkey,Fertilizers,35089.7574,128381.877
Belarus,Turkey,Forestry products,6878.3296098,70692.729339
Belarus,Turkey,Fossil fuels,2753.97688911,10989.09198
Belarus,Turkey,Metals and minerals,43925.93931,80335.062538
Belarus,Turkmenistan,Agricultural products,2405.6,2742.492
Belarus,Turkmenistan,Fertilizers,3.5,0.21
Belarus,Turkmenistan,Forestry products,537.8,854.29
Belarus,Turkmenistan,Fossil fuels,565.3,561.55
Belarus,Turkmenistan,Metals and minerals,33.6,29.156
Belarus,Uganda,Agricultural products,0.1,0.003
Belarus,Uganda,Fertilizers,377.143098,1049.471359
Belarus,Uganda,Fossil fuels,0.1,0.005
Belarus,Uganda,Metals and minerals,0.1,0.007
Belarus,Ukraine,Agricultural products,62338.41388062,105402.12450935
Belarus,Ukraine,Fertilizers,221397.157,840059.9853
Belarus,Ukraine,Forestry products,86895.4570168,284593.9609595
Belarus,Ukraine,Fossil fuels,2565516.870281,4670700.56004
Belarus,Ukraine,Metals and minerals,118681.46724873,633988.5939396
Belarus,Macedonia,Agricultural products,150.05666965,504.6061925
Belarus,Macedonia,Fertilizers,39.508,104.82
Belarus,Macedonia,Forestry products,21.963,26.29
Belarus,Macedonia,Fossil fuels,353.5676815,626.158957
Belarus,Macedonia,Metals and minerals,545.4196618,388.406
Belarus,Egypt,Agricultural products,15347.7847425,55897.620681
Belarus,Egypt,Fertilizers,763.978436,2614.4049
Belarus,Egypt,Forestry products,1749.68878,5753.52202
Belarus,Egypt,Fossil fuels,5247.975,7839.128
Belarus,Egypt,Metals and minerals,113600.224,175693.269
Belarus,United Kingdom,Agricultural products,8591.03407,32909.3732
Belarus,United Kingdom,Fertilizers,1472.764,7505.83
Belarus,United Kingdom,Forestry products,1395.46118907,3689.1947149
Belarus,United Kingdom,Fossil fuels,2991351.9,6138538.5
Belarus,United Kingdom,Metals and minerals,42731.843829,65844.025154
Belarus,United Kingdom,Pearls and gemstones,4.015,0.001
Belarus,Tanzania,Fertilizers,1134.491119,3458.75828
Belarus,Tanzania,Fossil fuels,1076.59123,1364.21075
Belarus,United States of America,Agricultural products,745.90435167,328.09394518
Belarus,United States of America,Fertilizers,166552.74925,607348.9351
Belarus,United States of America,Forestry products,1421.96796465,1526.22455369
Belarus,United States of America,Fossil fuels,36611.3901,69846.8203
Belarus,United States of America,Metals and minerals,15308.7318877,15807.4024813
Belarus,Burkina Faso,Fertilizers,2382.83,6639.0
Belarus,Burkina Faso,Metals and minerals,4961.29,9060.5572
Belarus,Uruguay,Fertilizers,5109.35608,18616.23522
Belarus,Uzbekistan,Agricultural products,18947.99904188,29118.01407628
Belarus,Uzbekistan,Fertilizers,3.96365583,6.267
Belarus,Uzbekistan,Forestry products,12815.01493192,29288.74395294
Belarus,Uzbekistan,Fossil fuels,1933.54566,2460.73804
Belarus,Uzbekistan,Metals and minerals,363.24585904,305.01539863
Belarus,Venezuela,Agricultural products,2169.2,625.001
Belarus,Venezuela,Fossil fuels,54.8,37.845
Belarus,Venezuela,Metals and minerals,0.1,0.005
Belarus,Yemen,Agricultural products,829.9,316.0
Belarus,Zambia,Agricultural products,91.874,25.4
Belarus,Zambia,Fertilizers,2993.598,7375.389
Cambodia,Andorra,Agricultural products,0.132,0.002
Cambodia,Angola,Agricultural products,4.873,2.05
Cambodia,Azerbaijan,Agricultural products,6.746,2.863
Cambodia,Australia,Agricultural products,5603.882,5726.535
Cambodia,Australia,Forestry products,436.664,151.594
Cambodia,Australia,Metals and minerals,5.746,1.175
Cambodia,Austria,Agricultural products,1844.207,1826.707
Cambodia,Austria,Fossil fuels,0.016,0.004
Cambodia,Bahrain,Agricultural products,1.723,0.08
Cambodia,Bahrain,Forestry products,6.362,18.0
Cambodia,Armenia,Agricultural products,1.763,0.5
