Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
China,Senegal,Fossil fuels,294.32303112,365.69269763
China,Senegal,Metals and minerals,136718.8838021,156979.50504703
China,Senegal,Pearls and gemstones,118.604,187.409
China,Serbia,Agricultural products,19839.31362715,9481.74242663
China,Serbia,Fertilizers,350.519234,566.783385
China,Serbia,Forestry products,2682.43134742,3709.15763955
China,Serbia,Fossil fuels,204.4244653,102.2287504
China,Serbia,Metals and minerals,104392.38669168,56113.01753816
China,Serbia,Pearls and gemstones,21.554,0.134
China,Seychelles,Agricultural products,6404.15180765,2331.38308118
China,Seychelles,Fertilizers,35.939,93.951
China,Seychelles,Forestry products,1289.3957103,1355.8081125
China,Seychelles,Fossil fuels,15.2340591,5.24898393
China,Seychelles,Metals and minerals,3813.5533494,2879.12117747
China,Seychelles,Pearls and gemstones,0.267,0.011
China,Sierra Leone,Agricultural products,21562.614,69716.124
China,Sierra Leone,Fertilizers,503.602,1299.85
China,Sierra Leone,Forestry products,902.585,1358.075
China,Sierra Leone,Fossil fuels,884.177,1252.074
China,Sierra Leone,Metals and minerals,19318.462,18428.529
China,India,Agricultural products,546725.49174506,194920.4852853
China,India,Fertilizers,1652663.5748309,3960614.0912878
China,India,Forestry products,138363.04496482,138962.80284186
China,India,Fossil fuels,1109305.4768619,3117992.80741451
China,India,Metals and minerals,3620168.29812603,2738292.69988372
China,India,Pearls and gemstones,68819.371298,552.02461578
China,Singapore,Agricultural products,468493.72766737,346588.43870442
China,Singapore,Fertilizers,10138.58644692,35248.97455716
China,Singapore,Forestry products,57056.46656448,55209.53356816
China,Singapore,Fossil fuels,7874339.27469534,12342404.7200499
China,Singapore,Metals and minerals,1340698.89419431,5596337.34058311
China,Singapore,Pearls and gemstones,1190.6205,2.2
China,Slovakia,Agricultural products,18233.81143626,6699.13252115
China,Slovakia,Fertilizers,21.4566494,19.6169283
China,Slovakia,Forestry products,1664.09608622,2261.49423613
China,Slovakia,Fossil fuels,50.714,7.9
China,Slovakia,Metals and minerals,53344.0330301,31757.5550574
China,Slovakia,Pearls and gemstones,100.62861409,0.70891827
China,Vietnam,Agricultural products,5400931.12899999,2464137.458
China,Vietnam,Fertilizers,430714.762,1728328.03
China,Vietnam,Forestry products,380343.712,446278.343
China,Vietnam,Fossil fuels,1830643.829,3303870.892
China,Vietnam,Metals and minerals,6209890.331,7915499.331
China,Vietnam,Pearls and gemstones,1818.524,770.139
China,Slovenia,Agricultural products,23166.63636699,10726.35945934
China,Slovenia,Fertilizers,96.1234555,279.3921549
China,Slovenia,Forestry products,2992.6628129,3717.17376821
China,Slovenia,Fossil fuels,648.9983998,1149.5273624
China,Slovenia,Metals and minerals,121435.63409032,90362.6486862499
China,Slovenia,Pearls and gemstones,113.19284797,0.47062765
China,Somalia,Agricultural products,3786.288,3113.27
China,Somalia,Fertilizers,422.535,1036.5
China,Somalia,Forestry products,17423.155,28065.461
China,Somalia,Fossil fuels,8.466,6.563
China,Somalia,Metals and minerals,62266.045,68026.476
China,South Africa,Agricultural products,252466.37998264,129558.69574262
China,South Africa,Fertilizers,46908.9972856,208826.735112
China,South Africa,Forestry products,32942.8235436,22377.23028835
China,South Africa,Fossil fuels,232362.38250229,571291.44902855
China,South Africa,Metals and minerals,591620.85295263,682969.62506529
China,South Africa,Pearls and gemstones,1036.1038924,12.60862561
China,Zimbabwe,Agricultural products,9534.70663034,8941.15937142
China,Zimbabwe,Fertilizers,2707.23841177,4168.08974399
China,Zimbabwe,Forestry products,488.71589525,714.14440946
China,Zimbabwe,Fossil fuels,183.56719817,131.084865
China,Zimbabwe,Metals and minerals,11326.3713938,13922.18106008
China,Zimbabwe,Pearls and gemstones,2.215,0.729
China,Spain,Agricultural products,853119.83807024,269215.57629101
China,Spain,Fertilizers,22188.271868,33972.557232
China,Spain,Forestry products,22327.35951348,15810.60418314
China,Spain,Fossil fuels,53122.9027563,88924.4650568
China,Spain,Metals and minerals,683307.7720141,740878.8605175
China,Spain,Pearls and gemstones,4747.65723481,84.68623001
China,South Sudan,Agricultural products,1249.511,1390.879
China,South Sudan,Forestry products,932.775,1736.55
China,South Sudan,Fossil fuels,7.769,2.89
China,South Sudan,Metals and minerals,2117.083,1938.433
China,Sudan,Agricultural products,19583.52,21950.891
China,Sudan,Fertilizers,1545.28,7324.759
China,Sudan,Forestry products,11226.768,25264.287
China,Sudan,Fossil fuels,402.479,385.934
China,Sudan,Metals and minerals,132320.915,178424.311
China,Suriname,Agricultural products,5233.20033777,3906.54115321
China,Suriname,Fertilizers,255.2723533,800.197135
China,Suriname,Forestry products,3649.8731113,6467.6032973
China,Suriname,Fossil fuels,66.948,81.525
China,Suriname,Metals and minerals,12072.69564201,14425.66819882
China,Swaziland,Agricultural products,361.994,742.001
China,Swaziland,Forestry products,13.94,24.0
China,Swaziland,Fossil fuels,100.771,82.97
China,Swaziland,Metals and minerals,172.645,114.78
China,Sweden,Agricultural products,130367.82860243,33540.19301622
China,Sweden,Fertilizers,24.6131034,37.8
China,Sweden,Forestry products,16475.28509474,16059.99693121
China,Sweden,Fossil fuels,10116.014487,12861.572624
China,Sweden,Metals and minerals,81430.09268791,76808.33536565
China,Sweden,Pearls and gemstones,555.27317613,6.06616485
China,Switzerland,Agricultural products,58043.36649728,15112.28880974
China,Switzerland,Fertilizers,187.332,129.011
China,Switzerland,Forestry products,4126.84959317,1537.99098617
China,Switzerland,Fossil fuels,37052.99396152,48948.15436028
China,Switzerland,Metals and minerals,235757.01839935,62135.74204619
China,Switzerland,Pearls and gemstones,9063.1303209,28.29699966
China,Syria,Agricultural products,23434.626,32950.469
China,Syria,Fertilizers,768.2,1584.3
China,Syria,Forestry products,2368.662,3518.574
China,Syria,Fossil fuels,222.293,391.329
China,Syria,Metals and minerals,34752.474,33739.93
China,Tajikistan,Agricultural products,11558.684,5851.221
China,Tajikistan,Fertilizers,254.874,304.8
China,Tajikistan,Forestry products,3581.039,6202.854
China,Tajikistan,Fossil fuels,320.331,125.982
China,Tajikistan,Metals and minerals,78906.17,88351.108
China,Thailand,Agricultural products,2242430.0526445,1407481.517096
China,Thailand,Fertilizers,237643.8332861,682005.4768564
China,Thailand,Forestry products,136699.0645239,187475.4113123
China,Thailand,Fossil fuels,231378.7625055,310407.17655239
China,Thailand,Metals and minerals,4154958.84880084,3968511.01196752
China,Thailand,Pearls and gemstones,25914.788591,19305.9710464
China,Togo,Agricultural products,72058.599,37148.341
China,Togo,Fertilizers,480.208,1454.86
China,Togo,Forestry products,1323.276,1711.294
China,Togo,Fossil fuels,64799.626,101856.441
China,Togo,Metals and minerals,102150.085,122759.227
China,Tonga,Agricultural products,571.6,197.901
China,Tonga,Fertilizers,17.697,32.955
China,Tonga,Forestry products,293.801,464.853
China,Tonga,Metals and minerals,917.898,801.141
China,Trinidad and Tobago,Agricultural products,9206.265,6353.921
China,Trinidad and Tobago,Fertilizers,311.803,517.581
China,Trinidad and Tobago,Forestry products,2825.563,4288.662
China,Trinidad and Tobago,Fossil fuels,167.43,159.0
China,Trinidad and Tobago,Metals and minerals,16975.875,18863.626
China,United Arab Emirates,Agricultural products,330521.89105847,291033.39593054
China,United Arab Emirates,Fertilizers,12675.82105394,25241.00841227
China,United Arab Emirates,Forestry products,288436.3231407,520042.7468132
China,United Arab Emirates,Fossil fuels,607302.47035657,948749.95566798
China,United Arab Emirates,Metals and minerals,1557606.2477519,2287446.34912882
China,United Arab Emirates,Pearls and gemstones,15446.4870725,0.70702303
China,Tunisia,Agricultural products,21070.586,13301.148
China,Tunisia,Fertilizers,871.968,2184.799
China,Tunisia,Forestry products,1233.663,619.782
China,Tunisia,Fossil fuels,233.814,210.0
China,Tunisia,Metals and minerals,105900.321,119163.971
China,Tunisia,Pearls and gemstones,169.931,0.874
China,Turkey,Agricultural products,381916.00809174,288113.97426819
China,Turkey,Fertilizers,84804.2424009,485700.3088149
China,Turkey,Forestry products,12614.8474567,10959.16312053
China,Turkey,Fossil fuels,162736.627359,456615.651419
China,Turkey,Metals and minerals,1143099.44118725,881421.678362909
China,Turkey,Pearls and gemstones,3882.7370325,214.87565359
China,Turkmenistan,Agricultural products,7449.218,4396.073
China,Turkmenistan,Forestry products,2459.542,4011.048
China,Turkmenistan,Fossil fuels,1793.308,1496.375
China,Turkmenistan,Metals and minerals,11935.847,15419.489
China,Tuvalu,Forestry products,14.157,23.0
China,Tuvalu,Fossil fuels,7791.838,15177.942
China,Tuvalu,Metals and minerals,10.754,1.825
China,Uganda,Agricultural products,5947.49383472,5999.7312458
China,Uganda,Fertilizers,4639.583942,10622.531358
China,Uganda,Forestry products,606.75170792,1096.59567555
China,Uganda,Fossil fuels,1278.5556188,1364.10160501
China,Uganda,Metals and minerals,70462.446901,166196.30236003
China,Uganda,Pearls and gemstones,0.457,3.0
China,Ukraine,Agricultural products,105566.67128936,65495.52852324
China,Ukraine,Fertilizers,2111.4592482,3711.0688188
China,Ukraine,Forestry products,21136.66022178,35733.98221904
China,Ukraine,Fossil fuels,1693.00131835,2718.75677838
China,Ukraine,Metals and minerals,344557.52148431,325119.02924596
China,Ukraine,Pearls and gemstones,1741.01038,8.47924264
China,Macedonia,Agricultural products,6950.78629865,4033.94957741
China,Macedonia,Fertilizers,96.584,166.138
China,Macedonia,Forestry products,2115.083044,3543.12082
China,Macedonia,Fossil fuels,17.125,7.055
China,Macedonia,Metals and minerals,14529.2869495,13700.63384806
China,Macedonia,Pearls and gemstones,0.025,0.001
China,Egypt,Agricultural products,306085.84128646,183979.15876859
China,Egypt,Fertilizers,25533.5815606,26937.9375971
China,Egypt,Forestry products,89707.98350899,86067.75947991
China,Egypt,Fossil fuels,20175.98052801,53676.7694254
China,Egypt,Metals and minerals,449634.1691373,458689.67545305
China,Egypt,Pearls and gemstones,532.279,2.889
China,United Kingdom,Agricultural products,845500.16107278,360027.84228972
China,United Kingdom,Fertilizers,2892.8786098,3873.2797408
China,United Kingdom,Forestry products,414358.45689506,430988.59111341
China,United Kingdom,Fossil fuels,442046.93615375,652758.38784567
China,United Kingdom,Metals and minerals,583135.61313004,320150.01762338
China,United Kingdom,Pearls and gemstones,7266.777633,42.88141951
China,Tanzania,Agricultural products,18402.19388045,11569.89026886
China,Tanzania,Fertilizers,6017.11211456,27734.9450977
China,Tanzania,Forestry products,6909.41682883,10139.71198885
China,Tanzania,Fossil fuels,4073.419084,5713.608449
China,Tanzania,Metals and minerals,222715.64078256,274686.99561615
China,United States of America,Agricultural products,4651995.03262023,1671173.46415923
China,United States of America,Fertilizers,56563.5598447,112915.2305873
China,United States of America,Forestry products,1404700.70316772,1305345.19212358
China,United States of America,Fossil fuels,1044331.9605899,1544115.7690159
China,United States of America,Metals and minerals,3357878.08332476,5036302.33544255
China,United States of America,Pearls and gemstones,349996.04478,450.21289707
China,Burkina Faso,Agricultural products,42886.90094803,51177.78969919
China,Burkina Faso,Fertilizers,900.069,3817.8
China,Burkina Faso,Forestry products,251.7496991,536.9500694
China,Burkina Faso,Fossil fuels,629.043543,985.8152768
China,Burkina Faso,Metals and minerals,52822.49700368,80742.91028656
China,Burkina Faso,Pearls and gemstones,27.484,75.842
China,Uruguay,Agricultural products,17709.20759044,6661.44309442
China,Uruguay,Fertilizers,48234.8807665,157226.3635359
China,Uruguay,Forestry products,2081.02733246,2825.32978862
China,Uruguay,Fossil fuels,617.65572979,560.80214768
China,Uruguay,Metals and minerals,34452.70179029,47208.46296328
China,Uruguay,Pearls and gemstones,20.03136824,1.97935489
China,Uzbekistan,Agricultural products,69941.73952387,42192.04852277
China,Uzbekistan,Fertilizers,704.2550207,941.5416731
China,Uzbekistan,Forestry products,16744.45560946,23368.09610907
China,Uzbekistan,Fossil fuels,3195.2159686,2598.63457969
China,Uzbekistan,Metals and minerals,309999.31829998,363511.62126534
China,Uzbekistan,Pearls and gemstones,240.648,2288.23
China,Venezuela,Agricultural products,9359.344,10393.725
China,Venezuela,Fertilizers,11.205,28.222
China,Venezuela,Forestry products,396.354,491.71
China,Venezuela,Fossil fuels,1051.416,336.933
China,Venezuela,Metals and minerals,9748.276,12137.77
China,Venezuela,Pearls and gemstones,1.055,0.001
China,Samoa,Agricultural products,3461.81357739,3921.43136947
China,Samoa,Fertilizers,4.122,6.412
China,Samoa,Forestry products,515.00978586,299.20736059
China,Samoa,Fossil fuels,11.046,25.619
China,Samoa,Metals and minerals,3859.76830326,4464.6807234
China,Yemen,Agricultural products,17634.289,14602.092
China,Yemen,Fertilizers,3368.644,14838.634
China,Yemen,Forestry products,1859.155,2176.403
China,Yemen,Fossil fuels,29.078,10.77
China,Yemen,Metals and minerals,88464.29,108580.548
China,Yemen,Pearls and gemstones,26.206,0.094
China,Zambia,Agricultural products,18982.42028827,12731.99957891
China,Zambia,Fertilizers,3968.9016297,8123.8213892
China,Zambia,Forestry products,1007.43956927,1271.17442311
China,Zambia,Fossil fuels,3279.8143361,4452.7862033
China,Zambia,Metals and minerals,73000.26341456,77101.41079096
China,Zambia,Pearls and gemstones,0.257,0.033
Colombia,Albania,Agricultural products,1643.622561,1797.6406602
Colombia,Albania,Fossil fuels,8469.376,28378.91
Colombia,Algeria,Agricultural products,154.244,113.169
Colombia,Andorra,Agricultural products,0.113,0.05
Colombia,Andorra,Metals and minerals,256.435,0.008
Colombia,Antigua and Barbuda,Agricultural products,339.71932879,583.74924672
Colombia,Azerbaijan,Agricultural products,359.4505198,42.24895596
Colombia,Argentina,Agricultural products,22445.14458387,14262.1001814
Colombia,Argentina,Fertilizers,0.08,1.0
Colombia,Argentina,Fossil fuels,67519.6077007,462757.888455
Colombia,Argentina,Metals and minerals,10.50997891,9.42385417
Colombia,Australia,Agricultural products,51529.15344216,13649.175837
Colombia,Australia,Fertilizers,241.94,707.024
Colombia,Australia,Fossil fuels,5063.128,44300.927
Colombia,Australia,Metals and minerals,3.043,0.128
Colombia,Austria,Agricultural products,50227.48890257,53536.36294592
Colombia,Austria,Fertilizers,1513.138,200.2
Colombia,Austria,Fossil fuels,4908.263,32703.2
Colombia,Austria,Pearls and gemstones,27.009,0.077
Colombia,Bahamas,Agricultural products,838.849,2237.401
Colombia,Bahamas,Forestry products,41.886,16.51
Colombia,Bahamas,Fossil fuels,353550.839,817119.366
Colombia,Bahrain,Agricultural products,1055.29562436,320.74548578
Colombia,Bangladesh,Agricultural products,1.432,0.12
Colombia,Bangladesh,Forestry products,1103.016,5944.536
Colombia,Bangladesh,Metals and minerals,3427.663,2101.312
Colombia,Armenia,Agricultural products,300.553,176.019
Colombia,Barbados,Agricultural products,406.4281029,915.369805
Colombia,Barbados,Forestry products,0.141,0.815
Colombia,Barbados,Fossil fuels,1270.765,1798.933
Colombia,Barbados,Metals and minerals,55747.569,3.293
Colombia,Belgium,Agricultural products,489947.98657154,474416.44619049
Colombia,Belgium,Forestry products,476.99186642,1532.4906068
Colombia,Belgium,Fossil fuels,7639.3554207,12966.9088685
Colombia,Belgium,Metals and minerals,75150.96416479,24849.42578507
Colombia,Belgium,Pearls and gemstones,1973.87712148,0.01885518
Colombia,Bermuda,Agricultural products,13.919,2.804
Colombia,Bolivia,Agricultural products,506.96229361,116.60040836
Colombia,Bolivia,Fertilizers,630.97841916,747.75654318
Colombia,Bolivia,Forestry products,121.20997438,176.03898901
Colombia,Bolivia,Fossil fuels,1128.293321,1894.679371
Colombia,Bolivia,Metals and minerals,5790.42390194,4989.24455666
Colombia,Brazil,Agricultural products,101446.35632397,132826.26180254
Colombia,Brazil,Fertilizers,12198.0126,44070.9915
Colombia,Brazil,Forestry products,2.195,12.81
Colombia,Brazil,Fossil fuels,918976.9889629,6957427.6242201
Colombia,Brazil,Metals and minerals,28037.49406138,19329.85078
Colombia,Brazil,Pearls and gemstones,0.498,0.696
Colombia,Belize,Agricultural products,40.375,5.962
Colombia,Belize,Fossil fuels,28.9740008,22.4911634
Colombia,Brunei Darussalam,Agricultural products,4.956,0.852
Colombia,Bulgaria,Agricultural products,2219.22845636,2491.7613004
Colombia,Bulgaria,Metals and minerals,1.17,0.09
Colombia,Belarus,Agricultural products,21485.34581083,3814.78241399
Colombia,Canada,Agricultural products,347017.70184002,131556.57946867
Colombia,Canada,Fertilizers,139.90644672,298.39696117
Colombia,Canada,Forestry products,17.794,15.0
Colombia,Canada,Fossil fuels,355845.0587,3018795.1
Colombia,Canada,Metals and minerals,222568.81115263,256.4537914
Colombia,Cabo Verde,Agricultural products,95.514,150.0
Colombia,Sri Lanka,Agricultural products,83.777,2.936
Colombia,Sri Lanka,Metals and minerals,12.112,45.0
Colombia,Chile,Agricultural products,92610.68815776,140986.93416881
Colombia,Chile,Fertilizers,1604.3991811,4248.55388533
Colombia,Chile,Forestry products,1503.44589639,5365.13512317
Colombia,Chile,Fossil fuels,803439.404733,8044204.713606
Colombia,Chile,Metals and minerals,3004.39576858,13405.29667806
Colombia,China,Agricultural products,46167.61059457,44848.30307336
Colombia,China,Forestry products,15553.8619649,40728.542617
Colombia,China,Fossil fuels,4575717.738,10872436.654
Colombia,China,Metals and minerals,520516.98875654,125144.434266
Colombia,China,Pearls and gemstones,3.276,2.162
Colombia,Costa Rica,Agricultural products,7263.6385299,4276.79390125
Colombia,Costa Rica,Fertilizers,8472.52783904,23977.32360305
Colombia,Costa Rica,Forestry products,1212.03615082,2189.90939084
Colombia,Costa Rica,Fossil fuels,5025.45680744,7202.01950031
Colombia,Costa Rica,Metals and minerals,3448.05737373,6380.31207198
Colombia,Croatia,Agricultural products,1808.255099,3567.7415112
Colombia,Croatia,Fossil fuels,6400.157,63867.4
Colombia,Cuba,Agricultural products,897.131,798.292
Colombia,Cuba,Forestry products,192.486,221.4
Colombia,Cuba,Fossil fuels,3412.816,4850.327
Colombia,Cuba,Metals and minerals,113.143,270.784
Colombia,Cyprus,Agricultural products,1517.2710365,398.19029745
Colombia,Cyprus,Forestry products,11.3580395,30.1398545
Colombia,Benin,Agricultural products,0.781,0.6
Colombia,Denmark,Agricultural products,6197.7973992,3506.38351754
Colombia,Denmark,Fossil fuels,6495.2,80000.0
Colombia,Denmark,Metals and minerals,0.559,3.691
Colombia,Dominica,Agricultural products,24.668,79.5
Colombia,Dominican Republic,Agricultural products,21055.717,35113.573
Colombia,Dominican Republic,Fertilizers,3119.218,6389.453
Colombia,Dominican Republic,Forestry products,506.513,655.868
Colombia,Dominican Republic,Fossil fuels,79913.872,905215.981
Colombia,Dominican Republic,Metals and minerals,2577.496,3947.955
Colombia,Ecuador,Agricultural products,96711.52121835,130877.90786742
Colombia,Ecuador,Fertilizers,11144.1757207,27506.87365823
Colombia,Ecuador,Forestry products,1967.86820946,4235.77625463
Colombia,Ecuador,Fossil fuels,173553.8707522,378539.5469281
Colombia,Ecuador,Metals and minerals,16071.27879718,33198.78819351
Colombia,El Salvador,Agricultural products,1430.90163759,1684.95338756
Colombia,El Salvador,Fertilizers,384.641904,1038.850498
Colombia,El Salvador,Forestry products,4.14,0.565
Colombia,El Salvador,Fossil fuels,4468.171524,6079.08427
Colombia,El Salvador,Metals and minerals,819.36212559,372.5470228
Colombia,Ethiopia,Agricultural products,69.244,2.524
Colombia,Estonia,Agricultural products,2240.4983936,792.32180917
Colombia,Fiji,Agricultural products,101.422,5.644
Colombia,Finland,Agricultural products,48896.74167892,14848.8959546
Colombia,Finland,Fossil fuels,14330.181,50015.6931
Colombia,Finland,Metals and minerals,2626.294,652.707
Colombia,France,Agricultural products,153702.74983889,128317.39542359
Colombia,France,Forestry products,242.61207886,261.8669583
Colombia,France,Fossil fuels,245465.16127,1837318.1084
Colombia,France,Metals and minerals,31100.5498121,357592.43785399
Colombia,France,Pearls and gemstones,44912.807,0.157
Colombia,French Polynesia,Agricultural products,65.959,19.231
Colombia,Gabon,Fossil fuels,27113.402,117057.65
Colombia,Georgia,Agricultural products,376.3812074,386.131421
Colombia,Germany,Agricultural products,489609.22126962,435690.62281101
Colombia,Germany,Forestry products,13.209,8.253
Colombia,Germany,Fossil fuels,340004.442914,3484767.53787
Colombia,Germany,Metals and minerals,24974.13095,5813.3683463
Colombia,Germany,Pearls and gemstones,13602.1286208,0.10376066
Colombia,Ghana,Agricultural products,5.602,2.0
Colombia,Gibraltar,Fossil fuels,25819.622,42131.9
Colombia,Greece,Agricultural products,17185.1954052,25790.56908029
Colombia,Greece,Forestry products,22.2402013,37.4114779
Colombia,Greece,Metals and minerals,3039.50579,658.926344
Colombia,Greenland,Agricultural products,18.99,4.063
Colombia,Grenada,Agricultural products,99.064,265.346
Colombia,Guam,Agricultural products,99.237,15.03
Colombia,Guatemala,Agricultural products,2737.457,1745.131
Colombia,Guatemala,Fertilizers,6668.317,22198.317
Colombia,Guatemala,Forestry products,141.273,216.707
Colombia,Guatemala,Fossil fuels,145040.814,1766911.417
Colombia,Guatemala,Metals and minerals,691.313,1060.741
Colombia,Guyana,Agricultural products,1750.55212525,3248.60269629
Colombia,Guyana,Forestry products,123.024,238.2
Colombia,Guyana,Metals and minerals,3246.451844,29921.8911
Colombia,Haiti,Agricultural products,25656.323,68786.335
Colombia,Haiti,Fertilizers,6.3,11.0
Colombia,Haiti,Metals and minerals,15.62,1.764
Colombia,Honduras,Agricultural products,6461.999,10528.165
Colombia,Honduras,Fertilizers,1866.032,6251.96
Colombia,Honduras,Forestry products,61.0,137.57
Colombia,Honduras,Fossil fuels,399.962,171.072
Colombia,Honduras,Metals and minerals,1029.356,1086.573
Colombia,China,Agricultural products,24013.1433178,5039.23271074
Colombia,China,Metals and minerals,5480.052674,1308.82168661
Colombia,China,Pearls and gemstones,14543.6825,0.021
Colombia,Hungary,Agricultural products,384.51689209,58.6042501
Colombia,Iceland,Agricultural products,1555.038181,399.178979
Colombia,Iceland,Fossil fuels,813.156,3752.906
Colombia,Indonesia,Agricultural products,1261.38120489,405.30870209
Colombia,Indonesia,Fossil fuels,4.302,0.297
Colombia,Indonesia,Metals and minerals,9463.112142,2406.78003
Colombia,Indonesia,Pearls and gemstones,0.717,0.007
Colombia,Iran,Agricultural products,62.621,19.251
Colombia,Iran,Forestry products,11.877,10.46
Colombia,Iraq,Agricultural products,18753.19,10320.06
Colombia,Iraq,Forestry products,9.864,55.68
Colombia,Ireland,Agricultural products,9193.34636531,5709.14219493
Colombia,Ireland,Fossil fuels,97493.9719,936567.445
Colombia,Ireland,Metals and minerals,2.46,0.17
Colombia,Israel,Agricultural products,20371.56078304,6842.85605319
Colombia,Israel,Forestry products,2868.8989437,5034.2416051
Colombia,Israel,Fossil fuels,398948.821,5067466.78
Colombia,Italy,Agricultural products,219082.38690967,267568.70686413
Colombia,Italy,Forestry products,16.3074999,24.581086
Colombia,Italy,Fossil fuels,246673.191,2557367.71
Colombia,Italy,Metals and minerals,101551.7086592,3697.24297444
Colombia,Italy,Pearls and gemstones,79569.505,0.001
Colombia,Cote d'Ivoire,Agricultural products,7549.97296,18231.3838
Colombia,Cote d'Ivoire,Fertilizers,29.08707011,4.23681762
Colombia,Cote d'Ivoire,Fossil fuels,142040.136,322178.351
Colombia,Jamaica,Agricultural products,8423.014,20445.612
Colombia,Jamaica,Forestry products,23.01,7.439
Colombia,Jamaica,Fossil fuels,63418.234,154136.6
Colombia,Jamaica,Metals and minerals,729.818,235.607
Colombia,Japan,Agricultural products,281657.45315284,75321.52655352
Colombia,Japan,Fertilizers,186.802,630.0
Colombia,Japan,Forestry products,6.899,11.9
Colombia,Japan,Fossil fuels,285428.165267,99267.68712
Colombia,Japan,Metals and minerals,57031.175438,13748.642448
Colombia,Japan,Pearls and gemstones,8533.3729552,0.40693974
Colombia,Kazakhstan,Agricultural products,2265.07796,431.199195
Colombia,Jordan,Agricultural products,21246.8396978,8328.405106
Colombia,Jordan,Forestry products,91.5039173,150.987513
Colombia,Kenya,Agricultural products,91.06567342,1.72687354
Colombia,Kenya,Metals and minerals,0.128,0.089
Colombia,Democratic People’s Republic of Korea,Fossil fuels,2786.96,22000.0
Colombia,Republic of Korea,Agricultural products,103136.31342443,28350.55954175
Colombia,Republic of Korea,Forestry products,26.7912947,45.07
Colombia,Republic of Korea,Fossil fuels,583737.9946,5373592.118
Colombia,Republic of Korea,Metals and minerals,92031.7017247,54448.081054
Colombia,Kuwait,Agricultural products,1880.23374896,391.21262964
Colombia,Kuwait,Fossil fuels,131.615687,155.954118
Colombia,Kuwait,Metals and minerals,2.342,0.136
Colombia,Kuwait,Pearls and gemstones,8.166,0.001
Colombia,Kyrgyzstan,Agricultural products,5.06714562,1.19663899
Colombia,Lebanon,Agricultural products,36425.40615,14628.411112
Colombia,Lebanon,Forestry products,1804.94803,3275.1862
Colombia,Latvia,Agricultural products,1792.2981696,386.1277671
Colombia,Latvia,Metals and minerals,26.252,0.447
Colombia,Libya,Agricultural products,276.983,147.589
Colombia,Lithuania,Agricultural products,781.1406758,171.9647645
Colombia,Luxembourg,Agricultural products,1032.725,436.863
Colombia,Luxembourg,Forestry products,34.204,160.0
Colombia,Luxembourg,Metals and minerals,2062.975,465.2
Colombia,China,Agricultural products,300.791,96.771
Colombia,Madagascar,Agricultural products,15.184,0.008
Colombia,Malaysia,Agricultural products,27067.5075617,7925.0611852
Colombia,Malaysia,Forestry products,1320.13,5002.55
Colombia,Malaysia,Fossil fuels,107374.24335,354840.3669
Colombia,Malaysia,Metals and minerals,8158.621803,5648.33212
Colombia,Maldives,Agricultural products,39.16277403,5.56652925
Colombia,Malta,Agricultural products,2917.44055997,3033.96891479
Colombia,Mauritius,Agricultural products,20.539,4.798
Colombia,Mexico,Agricultural products,78803.30967523,82977.74316029
Colombia,Mexico,Fertilizers,717.26267359,2222.80639935
Colombia,Mexico,Forestry products,3218.20219504,1706.31043757
Colombia,Mexico,Fossil fuels,877237.64237339,6228510.79896338
Colombia,Mexico,Metals and minerals,11050.83845498,6148.46304606
Colombia,Mexico,Pearls and gemstones,0.834,0.284
Colombia,Mongolia,Agricultural products,25.53930138,4.98684411
Colombia,Mongolia,Fossil fuels,0.412,0.225
Colombia,Republic of Moldova,Agricultural products,864.344141,227.7529335
Colombia,Montenegro,Agricultural products,1388.09496,2281.04104
Colombia,Morocco,Agricultural products,11453.26781,11907.773264
Colombia,Morocco,Fossil fuels,36588.424,272112.291
Colombia,Oman,Agricultural products,147.1575508,158.5461423
Colombia,Oman,Forestry products,234.216892,356.690609
Colombia,Oman,Fossil fuels,0.196,0.007
Colombia,Oman,Metals and minerals,0.502,0.017
Colombia,Netherlands,Agricultural products,435257.13624898,440695.07123071
Colombia,Netherlands,Fertilizers,131.70490416,257.68889629
Colombia,Netherlands,Forestry products,51.687,129.367
Colombia,Netherlands,Fossil fuels,628574.518739,6678135.20535
Colombia,Netherlands,Metals and minerals,50070.3192338,15739.5412126
Colombia,Netherlands,Pearls and gemstones,0.399,0.008
Colombia,Curacao,Agricultural products,6404.666,6888.199
Colombia,Curacao,Fertilizers,10.947,17.5
Colombia,Curacao,Forestry products,93.17,257.445
Colombia,Curacao,Fossil fuels,2654.718,3733.05
Colombia,Curacao,Metals and minerals,804.85,620.687
Colombia,Aruba,Agricultural products,3859.32031089,2256.38124623
Colombia,Aruba,Fertilizers,0.039,0.006
Colombia,Aruba,Forestry products,105.874,168.444
Colombia,Aruba,Fossil fuels,167272.291,409629.999
Colombia,Aruba,Metals and minerals,367.81192294,24576.76737
Colombia,Bonaire,Fossil fuels,118736.247,277416.4
Colombia,New Zealand,Agricultural products,12930.55052524,2344.6429425
Colombia,New Zealand,Metals and minerals,5.617,0.996
Colombia,Nicaragua,Agricultural products,881.02812645,113.45265722
Colombia,Nicaragua,Fertilizers,710.679635,2006.42292
Colombia,Nicaragua,Forestry products,0.33,0.45
Colombia,Nicaragua,Fossil fuels,121660.2494391,228499.6314809
Colombia,Nicaragua,Metals and minerals,780.4130664,1065.371265
Colombia,Nigeria,Agricultural products,5.905,11.338
